,Obj1XPos,Obj1YPos,Obj1Dir,Obj2XPos,Obj2YPos,Obj2Dir,CollisionX,CollisionY,Outcome
17647,2,4,2,4,0,3,4,4,0
17648,2,3,0,0,2,6,2,0,0
17649,7,2,3,6,4,3,9,4,0
17650,5,5,1,6,5,2,7,3,0
17651,8,8,6,3,2,3,6,8,0
17652,4,8,6,5,5,6,2,8,0
17653,7,1,2,6,5,4,9,2,0
17654,8,2,6,3,2,3,6,2,0
17655,4,5,6,8,8,6,2,5,0
17656,6,0,1,6,3,5,6,0,0
17657,3,7,3,4,6,6,5,9,0
17658,6,7,3,8,6,2,8,9,0
17659,2,0,2,0,3,2,2,0,0
17660,4,2,4,1,8,4,4,7,1
17661,3,6,0,3,6,0,3,6,1
17662,1,6,2,3,0,1,3,6,0
17663,3,1,3,7,7,3,5,3,0
17664,0,6,0,8,2,2,0,6,0
17665,0,5,2,3,0,2,0,5,0
17666,1,0,5,3,0,1,3,2,0
17667,8,2,4,2,8,4,8,0,0
17668,7,7,2,1,7,4,9,7,0
17669,3,5,4,1,0,5,3,0,0
17670,3,7,0,2,6,3,3,0,0
17671,0,5,3,4,2,0,0,5,0
17672,1,5,1,3,4,3,3,3,0
17673,4,7,2,4,2,3,9,7,1
17674,2,6,1,4,7,4,4,4,0
17675,4,5,1,2,8,5,6,3,0
17676,7,0,2,2,0,4,7,0,0
17677,0,0,4,2,3,6,0,0,0
17678,6,4,4,6,2,4,6,9,1
17679,1,5,4,5,8,3,4,7,0
17680,8,8,1,7,2,3,10,6,0
17681,5,3,4,3,2,0,5,0,0
17682,5,0,0,0,0,2,5,0,0
17683,8,3,2,6,4,2,10,3,0
17684,8,8,5,4,5,3,6,10,0
17685,6,5,6,5,1,2,4,5,0
17686,5,5,2,6,5,1,7,5,0
17687,6,5,6,7,6,3,4,5,0
17688,1,4,0,5,1,0,1,1,0
17689,8,5,3,3,0,4,10,7,0
17690,4,3,0,2,1,2,4,1,1
17691,8,5,4,7,3,1,8,0,0
17692,0,1,5,6,4,4,2,3,0
17693,2,4,1,5,7,2,4,2,0
17694,3,2,1,4,4,2,5,2,0
17695,5,4,4,8,1,3,5,0,0
17696,1,7,3,1,5,3,5,9,1
17697,0,4,1,3,5,5,0,4,0
17698,8,3,4,1,0,4,8,0,0
17699,0,8,6,2,7,6,0,8,0
17700,3,1,3,5,4,0,5,3,0
17701,8,2,2,5,4,6,10,2,0
17702,3,5,3,0,5,2,5,7,0
17703,7,4,0,1,1,5,7,0,0
17704,2,1,2,6,0,5,4,7,0
17705,3,4,5,1,0,0,1,6,0
17706,2,0,4,5,2,0,2,0,0
17707,2,0,0,1,1,1,2,0,0
17708,3,2,3,1,8,2,5,4,0
17709,1,1,4,0,2,5,1,1,0
17710,0,7,2,0,8,1,0,7,0
17711,0,4,3,2,7,0,0,4,0
17712,3,3,2,1,4,6,5,3,0
17713,7,0,3,6,8,5,7,0,0
17714,3,1,0,4,2,6,3,0,0
17715,6,5,3,8,3,1,8,7,0
17716,4,5,6,2,7,3,2,5,0
17717,4,8,1,4,6,4,6,6,0
17718,7,7,1,7,2,3,9,5,0
17719,8,4,3,8,2,4,10,6,0
17720,6,1,0,7,4,5,6,0,0
17721,3,3,5,7,1,2,1,5,0
17722,5,4,3,2,4,0,7,6,0
17723,4,4,6,1,4,4,2,4,0
17724,6,6,5,8,3,5,4,8,0
17725,7,8,4,8,5,6,7,0,0
17726,4,8,1,5,0,2,6,6,0
17727,1,5,2,6,8,0,3,5,0
17728,2,2,3,8,3,0,1,1,0
17729,0,1,5,5,1,2,2,3,0
17730,2,8,4,3,0,4,2,0,0
17731,5,7,5,8,7,6,3,9,0
17732,1,3,2,7,6,4,3,3,0
17733,1,6,3,3,8,0,3,8,0
17734,1,4,5,7,7,0,3,6,0
17735,2,0,1,4,1,0,2,0,0
17736,6,6,4,3,7,1,6,0,0
17737,4,5,5,4,5,4,4,5,1
17738,8,3,0,2,5,1,8,0,0
17739,5,4,3,4,5,5,7,6,0
17740,0,5,2,3,5,0,0,5,0
17741,7,6,2,5,5,6,9,6,0
17742,4,5,0,1,2,4,4,0,0
17743,1,7,5,4,6,1,3,9,0
17744,2,1,3,2,0,1,4,3,0
17745,3,8,2,7,2,5,5,8,0
17746,8,1,5,2,0,6,8,3,0
17747,7,6,4,0,8,1,7,0,0
17748,5,1,2,4,4,4,7,4,0
17749,7,7,4,0,8,3,7,0,0
17750,4,2,6,0,4,6,2,2,0
17751,7,4,3,2,4,3,9,6,0
17752,8,5,0,1,0,5,8,0,0
17753,6,6,4,5,8,6,6,0,0
17754,5,7,0,7,2,2,5,0,0
17755,0,0,6,8,4,5,0,0,0
17756,4,1,2,3,8,2,6,5,0
17757,7,2,5,8,8,5,5,4,0
17758,6,2,1,1,4,4,8,2,0
17759,2,5,5,6,0,2,2,7,0
17760,3,1,2,7,7,6,5,6,0
17761,2,8,6,0,6,0,2,8,0
17762,3,5,3,5,0,4,5,7,0
17763,2,6,4,1,1,5,2,0,0
17764,0,0,6,4,8,4,0,0,0
17765,4,2,1,2,5,2,6,2,0
17766,1,1,4,7,2,6,1,1,0
17767,4,4,0,2,4,2,4,0,0
17768,2,2,6,4,7,3,2,2,0
17769,1,8,0,3,2,6,1,1,0
17770,3,7,0,2,3,2,3,0,0
17771,5,1,3,3,1,0,7,3,0
17772,8,2,1,6,7,1,10,2,0
17773,8,5,1,1,3,1,10,3,0
17774,1,3,4,8,8,5,6,5,0
17775,2,7,6,2,4,1,9,7,1
17776,8,3,6,2,1,4,6,3,0
17777,8,7,1,6,5,3,10,5,0
17778,0,3,0,8,1,3,0,3,0
17779,1,7,6,4,7,1,3,7,0
17780,1,3,5,0,5,2,3,5,0
17781,1,0,1,0,4,1,2,-1,0
17782,0,5,2,5,6,2,0,5,0
17783,4,0,5,1,1,0,4,0,0
17784,1,6,0,1,0,2,1,1,0
17785,1,4,5,5,8,1,3,6,0
17786,4,2,3,1,5,2,6,4,0
17787,1,0,3,4,0,0,3,2,0
17788,0,6,2,7,7,6,0,6,0
17789,6,5,1,1,6,5,8,3,0
17790,5,6,3,6,0,4,7,8,0
17791,8,4,2,6,4,6,4,4,1
17792,3,6,3,6,4,3,5,8,0
17793,1,0,0,6,8,1,1,-20,0
17794,6,7,6,1,1,4,4,7,0
17795,6,2,4,6,6,3,6,0,0
17796,0,2,2,5,3,4,0,2,0
17797,2,2,2,2,4,2,4,2,0
17798,3,4,5,8,2,2,1,6,0
17799,0,8,3,1,3,5,0,8,0
17800,8,6,3,1,8,3,10,8,0
17801,2,3,1,3,6,4,4,1,0
17802,4,6,2,1,0,6,6,6,0
17803,3,8,6,3,3,5,4,8,1
17804,0,1,1,5,2,2,2,3,0
17805,3,2,2,7,2,6,5,2,1
17806,6,8,5,4,6,3,4,10,0
17807,4,8,0,4,0,5,4,0,1
17808,4,1,5,3,4,5,4,3,0
17809,7,3,5,7,7,5,2,8,1
17810,8,3,6,6,4,0,6,3,0
17811,7,3,0,5,0,1,7,0,0
17812,8,4,0,2,1,5,8,0,0
17813,1,5,3,2,5,6,3,7,0
17814,5,8,5,7,1,6,3,10,0
17815,7,3,1,1,8,1,9,1,0
17816,1,1,2,1,3,6,1,1,0
17817,4,8,0,0,8,2,4,0,0
17818,2,0,6,6,1,6,2,0,0
17819,6,4,3,7,3,4,8,6,0
17820,0,3,3,1,5,1,0,3,0
17821,6,6,6,3,8,0,4,6,0
17822,7,1,0,1,3,0,7,0,0
17823,2,8,2,6,3,4,4,8,0
17824,1,4,1,6,6,0,3,2,0
17825,2,8,4,7,1,1,2,0,0
17826,0,8,1,6,3,3,0,8,0
17827,3,7,3,5,5,6,5,9,0
17828,1,4,6,8,7,4,3,4,0
17829,2,2,4,8,7,5,2,0,0
17830,7,3,1,4,4,1,9,1,0
17831,5,8,2,4,4,1,7,8,0
17832,0,1,5,7,4,5,2,3,0
17833,1,7,0,1,8,5,1,1,0
17834,6,8,0,4,1,1,6,0,0
17835,7,8,4,7,8,6,7,8,1
17836,2,5,2,5,4,6,4,5,0
17837,2,2,5,2,2,5,2,2,1
17838,2,0,6,0,3,1,2,0,0
17839,3,1,6,0,7,4,1,1,0
17840,3,1,2,4,3,0,5,6,0
17841,6,3,3,2,4,6,8,5,0
17842,6,4,3,4,4,6,8,6,0
17843,5,7,5,8,3,3,3,9,0
17844,3,8,3,4,2,1,5,10,0
17845,4,3,5,7,0,6,2,5,0
17846,5,4,1,0,4,2,7,2,0
17847,4,0,3,4,6,2,4,0,0
17848,1,3,6,6,3,4,3,3,0
17849,8,2,5,8,5,3,6,4,0
17850,2,7,1,3,1,2,4,5,0
17851,3,4,6,6,6,3,1,4,0
17852,1,8,0,3,3,6,1,1,0
17853,0,6,4,4,0,4,0,6,0
17854,6,8,3,5,0,0,8,10,0
17855,4,2,6,1,8,0,2,2,0
17856,0,1,2,4,0,6,1,1,0
17857,0,4,4,0,7,4,0,4,0
17858,2,5,2,3,1,1,4,5,0
17859,5,0,2,3,3,6,5,0,0
17860,5,1,3,8,7,4,7,3,0
17861,4,2,3,0,5,4,6,4,0
17862,0,4,5,2,6,0,0,4,0
17863,1,7,2,2,1,3,3,7,0
17864,6,3,5,2,8,4,4,5,0
17865,3,1,6,4,0,0,1,1,0
17866,7,7,2,1,2,6,9,7,0
17867,0,8,2,0,3,1,0,8,0
17868,0,5,0,0,2,4,0,5,0
17869,5,8,0,1,0,4,5,0,0
17870,3,8,0,8,4,1,3,0,0
17871,1,7,4,8,2,2,2,9,0
17872,1,1,5,5,7,4,1,1,0
17873,1,7,2,3,8,0,3,7,0
17874,8,6,0,7,4,3,8,5,1
17875,4,2,0,6,2,5,4,0,0
17876,0,4,0,2,3,1,0,4,0
17877,0,2,2,3,0,0,0,2,0
17878,0,6,1,4,2,6,0,6,0
17879,4,2,1,0,6,2,6,2,0
17880,6,7,5,7,7,1,4,9,0
17881,3,7,3,1,8,2,5,9,0
17882,8,7,5,3,7,0,6,9,0
17883,5,1,6,4,8,0,1,1,0
17884,4,6,1,1,7,4,6,4,0
17885,4,2,6,6,6,6,2,2,0
17886,3,6,6,3,2,6,1,6,0
17887,1,8,5,3,1,1,3,10,0
17888,0,7,5,1,1,6,0,7,0
17889,2,7,6,3,8,0,2,7,0
17890,0,1,1,5,7,2,2,3,0
17891,6,6,0,8,4,6,6,4,1
17892,8,8,4,7,8,2,8,0,0
17893,8,2,4,6,8,1,8,0,0
17894,4,8,6,4,8,5,4,8,1
17895,7,0,3,1,2,3,7,0,0
17896,4,4,2,7,2,5,6,4,0
17897,0,2,2,0,7,2,0,2,0
17898,3,2,3,8,1,6,5,4,0
17899,1,0,1,3,4,6,2,-1,0
17900,7,4,5,6,7,2,5,6,0
17901,6,4,0,2,0,1,6,0,0
17902,6,0,6,8,3,0,6,0,0
17903,6,0,3,5,3,4,6,0,0
17904,6,1,6,4,1,6,1,1,0
17905,6,7,2,1,1,5,8,7,0
17906,3,2,6,2,8,3,1,2,0
17907,0,0,2,4,2,3,0,0,0
17908,8,3,3,1,8,1,10,5,0
17909,5,4,4,5,5,3,5,0,0
17910,6,2,3,2,0,2,8,4,0
17911,4,7,5,4,5,4,2,9,0
17912,4,8,4,5,7,0,4,0,0
17913,3,2,2,5,1,6,5,2,0
17914,7,4,1,7,3,0,9,2,0
17915,4,0,4,3,5,1,4,0,0
17916,2,0,0,0,2,0,2,0,0
17917,8,6,3,8,7,6,10,8,0
17918,7,3,4,6,5,6,7,0,0
17919,8,1,0,8,5,6,8,0,0
17920,6,3,4,0,1,4,6,0,0
17921,0,5,1,6,4,5,0,5,0
17922,7,1,2,1,1,4,9,2,0
17923,4,3,3,3,5,3,6,5,0
17924,5,1,4,0,1,0,5,0,0
17925,0,4,0,7,4,6,0,4,0
17926,0,2,4,8,3,3,0,2,0
17927,0,2,6,4,7,0,0,2,0
17928,5,2,6,4,3,5,3,2,0
17929,6,3,6,6,2,1,4,3,0
17930,7,0,1,7,8,1,7,0,0
17931,3,5,6,5,8,1,1,5,0
17932,0,8,6,2,8,2,0,8,0
17933,5,5,5,2,1,3,3,7,0
17934,4,1,4,3,8,2,4,0,0
17935,1,1,3,8,0,1,1,1,0
17936,4,6,1,8,6,4,6,4,0
17937,1,7,5,3,6,0,3,9,0
17938,1,3,5,5,7,2,3,5,0
17939,3,7,2,4,5,3,5,7,0
17940,8,0,2,2,6,4,8,0,0
17941,8,2,5,1,2,0,6,4,0
17942,8,5,2,2,7,0,10,5,0
17943,5,1,5,4,3,4,5,3,0
17944,3,5,2,4,0,2,5,5,0
17945,2,5,6,7,1,4,2,5,0
17946,3,8,0,3,5,6,3,0,0
17947,6,3,2,2,8,3,8,3,0
17948,5,6,5,6,6,5,3,8,0
17949,4,8,3,0,6,3,6,10,0
17950,3,0,5,5,1,6,3,0,0
17951,7,6,4,2,8,5,7,0,0
17952,3,6,2,5,2,1,9,6,1
17953,6,7,0,6,5,4,6,6,1
17954,3,7,6,4,4,5,1,7,0
17955,5,4,1,2,4,5,7,2,0
17956,8,8,6,0,3,1,6,8,0
17957,6,7,4,1,5,5,6,0,0
17958,3,2,2,4,7,3,5,2,0
17959,0,7,3,4,7,2,0,7,0
17960,4,4,5,6,6,6,2,6,0
17961,5,1,4,2,1,2,5,6,1
17962,1,1,1,7,6,3,1,1,0
17963,4,0,1,4,7,0,4,0,1
17964,3,1,0,0,2,0,3,0,0
17965,0,7,4,7,1,0,0,7,0
17966,3,2,5,6,5,0,1,4,0
17967,6,5,5,7,2,6,4,7,0
17968,3,5,0,1,8,4,3,0,0
17969,4,8,1,6,0,5,6,6,0
17970,0,1,0,3,8,6,0,0,0
17971,0,1,1,3,4,4,2,3,0
17972,7,5,5,4,1,6,5,7,0
17973,1,5,1,3,0,3,3,3,0
17974,4,3,2,6,3,5,6,3,0
17975,2,1,6,0,5,5,1,1,0
17976,8,1,2,1,8,5,10,1,0
17977,5,2,5,4,6,0,3,4,0
17978,8,6,3,0,2,2,10,8,0
17979,5,1,2,8,5,5,7,4,0
17980,1,6,4,1,3,4,3,8,0
17981,0,1,4,6,2,1,0,2,0
17982,5,7,5,2,0,5,3,9,0
17983,7,8,6,4,8,0,5,8,0
17984,3,8,6,8,2,4,1,8,0
17985,8,8,0,1,2,6,8,0,0
17986,0,8,4,8,0,0,0,8,0
17987,8,8,4,6,0,4,8,0,0
17988,5,4,2,3,3,1,7,4,0
17989,0,7,1,3,6,3,0,7,0
17990,8,7,1,0,5,1,10,5,0
17991,8,8,4,4,6,2,8,0,0
17992,0,7,4,3,3,4,0,7,0
17993,1,2,5,0,8,2,3,4,0
17994,3,8,3,0,1,2,5,10,0
17995,1,3,5,0,2,5,3,5,0
17996,3,6,6,5,5,3,1,6,0
17997,1,6,2,0,0,3,3,6,0
17998,2,7,4,3,7,4,2,0,0
17999,6,2,3,1,3,4,8,4,0
18000,1,8,2,6,4,4,3,8,0
18001,8,4,1,0,2,3,10,2,0
18002,7,2,2,1,7,5,9,2,0
18003,3,2,6,0,0,0,1,2,0
18004,1,0,3,7,8,1,3,2,0
18005,6,3,1,1,0,0,8,1,0
18006,7,2,1,2,0,3,9,2,0
18007,0,1,2,5,7,2,1,1,0
18008,0,6,4,0,6,4,0,6,1
18009,1,3,2,3,5,0,3,3,1
18010,6,5,2,6,0,4,8,5,0
18011,7,7,4,0,8,4,7,0,0
18012,7,1,4,5,5,1,7,3,1
18013,0,6,3,7,5,1,0,6,0
18014,4,2,5,7,5,5,2,4,0
18015,2,1,1,4,8,4,4,3,0
18016,1,8,2,3,0,1,3,8,0
18017,1,0,1,0,1,0,2,-1,0
18018,5,1,3,3,6,5,7,3,0
18019,4,2,5,4,4,6,2,4,1
18020,0,8,6,6,0,2,0,8,0
18021,2,3,0,5,0,2,2,0,0
18022,7,8,6,4,3,1,5,8,0
18023,7,4,4,7,1,0,7,0,1
18024,7,3,6,0,1,2,5,3,0
18025,0,3,2,7,1,2,0,3,0
18026,7,1,3,7,7,4,7,7,1
18027,2,5,6,7,1,2,2,5,0
18028,7,5,1,1,1,2,9,3,0
18029,3,5,0,0,4,2,3,0,0
18030,7,3,5,5,7,6,5,5,0
18031,5,0,5,0,2,5,5,0,0
18032,2,6,4,0,3,1,2,0,0
18033,8,8,3,6,3,0,1,1,0
18034,2,3,6,4,7,5,2,3,0
18035,3,0,1,1,0,6,3,0,0
18036,5,1,5,7,4,2,5,3,0
18037,6,5,6,0,3,3,4,5,0
18038,6,5,1,8,1,4,8,3,1
18039,8,8,4,5,3,1,8,0,0
18040,5,3,2,1,1,1,3,3,1
18041,3,6,4,6,2,5,3,0,0
18042,4,2,6,4,8,5,8,2,1
18043,3,7,3,3,1,1,9,7,1
18044,0,7,0,8,0,4,0,7,0
18045,7,4,1,2,1,0,9,2,0
18046,4,0,5,5,8,0,4,0,0
18047,2,0,3,7,0,1,2,0,0
18048,4,1,6,2,2,5,1,1,0
18049,0,1,3,4,0,2,2,3,0
18050,8,3,3,1,8,0,10,5,0
18051,2,1,2,6,0,2,4,7,0
18052,4,2,6,7,0,6,2,2,0
18053,2,5,4,2,6,6,2,0,0
18054,1,4,0,7,5,4,1,1,0
18055,7,3,5,3,7,5,5,5,0
18056,1,2,6,8,3,2,3,2,0
18057,0,0,6,5,6,6,0,0,0
18058,5,3,5,5,4,5,3,5,0
18059,5,5,6,2,2,3,3,5,0
18060,8,3,4,0,7,0,8,0,0
18061,6,4,5,2,7,1,4,6,0
18062,7,5,5,2,2,2,5,7,0
18063,5,1,5,5,0,4,5,3,0
18064,2,6,4,4,3,2,2,0,0
18065,7,3,0,1,5,1,7,0,0
18066,2,7,4,1,4,1,2,0,0
18067,3,7,2,1,5,3,9,7,1
18068,3,5,5,7,6,4,1,7,0
18069,3,1,4,2,7,1,3,0,0
18070,0,6,6,1,4,2,0,6,0
18071,0,6,6,7,8,6,0,6,0
18072,1,4,5,8,5,1,3,6,0
18073,0,5,6,0,8,1,0,5,0
18074,0,6,4,5,1,3,0,6,0
18075,2,2,6,8,2,4,2,2,0
18076,6,4,0,3,4,3,6,0,0
18077,5,8,2,7,6,0,7,8,0
18078,2,5,0,8,8,1,2,0,0
18079,0,7,6,8,0,1,0,7,0
18080,6,3,3,2,5,0,8,5,0
18081,8,6,4,7,5,4,8,0,0
18082,4,0,2,2,6,3,4,0,0
18083,0,5,3,2,7,0,0,5,0
18084,8,5,1,4,7,6,6,7,1
18085,8,0,1,3,1,6,8,0,0
18086,6,8,5,7,2,5,4,10,0
18087,5,2,1,0,4,0,7,2,0
18088,2,6,1,5,4,5,4,4,0
18089,0,7,6,5,5,1,0,7,0
18090,4,2,2,5,0,4,6,2,0
18091,6,1,6,4,0,1,1,1,0
18092,5,2,6,2,4,2,3,2,0
18093,5,4,2,2,2,4,7,4,0
18094,0,3,3,2,8,0,0,3,0
18095,4,2,0,2,6,2,4,0,0
18096,2,7,6,1,1,5,2,7,0
18097,3,8,5,5,6,1,7,4,1
18098,7,0,3,1,5,3,7,0,0
18099,7,1,3,7,2,2,8,2,1
18100,5,2,4,6,6,4,5,0,0
18101,2,0,3,5,8,3,2,0,0
18102,6,1,1,5,6,2,8,3,0
18103,7,5,0,5,1,6,7,0,0
18104,2,0,3,5,4,0,2,0,0
18105,6,6,1,4,1,0,8,4,0
18106,1,3,0,5,5,5,1,1,0
18107,8,5,3,3,2,1,10,7,0
18108,1,1,1,3,8,6,1,1,0
18109,6,1,6,4,4,5,1,1,0
18110,0,4,3,4,5,0,0,4,0
18111,5,2,3,0,2,4,7,4,0
18112,1,8,1,0,0,6,3,6,0
18113,7,7,3,5,4,1,1,1,0
18114,5,7,6,4,3,4,3,7,0
18115,5,3,6,7,0,2,3,3,0
18116,8,8,0,3,8,4,8,0,0
18117,7,7,2,7,5,4,9,7,0
18118,2,5,1,6,2,6,4,3,0
18119,5,6,3,0,3,2,7,8,0
18120,7,1,6,0,0,1,1,1,0
18121,3,2,3,5,8,3,5,4,0
18122,6,2,0,8,3,1,6,0,0
18123,6,2,3,0,8,1,8,4,0
18124,8,6,2,0,2,2,10,6,0
18125,7,5,3,6,6,0,9,7,0
18126,8,7,3,1,0,2,10,9,0
18127,0,3,6,7,4,6,0,3,0
18128,7,5,4,5,1,3,7,0,0
18129,4,5,0,0,8,0,4,0,0
18130,5,3,0,5,5,2,5,0,0
18131,7,3,3,1,3,6,9,5,0
18132,1,4,2,3,1,2,3,4,0
18133,6,0,2,7,8,4,6,0,0
18134,8,8,1,3,7,0,10,6,0
18135,8,2,3,1,1,5,10,4,0
18136,3,1,2,0,8,3,5,6,0
18137,7,7,3,5,0,4,1,1,0
18138,6,5,4,2,5,6,6,0,0
18139,0,5,0,3,5,6,0,5,0
18140,1,1,0,5,8,5,1,1,0
18141,5,2,1,0,8,5,7,2,0
18142,3,0,2,1,7,3,3,0,0
18143,5,2,4,3,3,5,5,0,0
18144,5,6,4,3,5,3,5,0,0
18145,1,2,1,1,7,6,8,7,1
18146,8,2,1,7,8,5,10,2,0
18147,0,3,0,3,8,0,0,3,0
18148,3,3,0,4,8,0,3,0,0
18149,4,1,1,5,8,5,6,3,0
18150,4,0,4,0,0,1,4,0,0
18151,5,2,0,8,4,4,5,0,0
18152,1,2,2,2,0,0,3,2,0
18153,5,0,3,2,6,0,5,0,0
18154,8,7,2,4,1,0,10,7,0
18155,7,3,2,4,1,6,9,3,0
18156,7,0,3,7,5,6,7,0,0
18157,4,5,6,0,1,6,2,5,0
18158,1,1,3,3,4,4,1,1,0
18159,3,2,1,6,4,5,5,2,0
18160,5,6,5,5,4,3,3,8,0
18161,4,3,1,0,6,0,6,1,0
18162,6,5,6,4,8,3,4,5,0
18163,6,5,3,3,4,0,8,7,0
18164,8,1,0,7,3,2,8,0,0
18165,2,2,4,1,7,0,2,0,0
18166,1,6,5,8,5,6,3,8,0
18167,1,6,0,0,2,6,1,1,0
18168,3,1,1,7,1,4,7,5,1
18169,7,1,1,1,5,2,9,3,0
18170,1,8,6,8,7,3,3,8,0
18171,8,8,1,1,7,4,10,6,0
18172,6,8,4,7,0,6,6,0,0
18173,2,4,6,4,1,2,2,4,0
18174,0,3,5,6,0,6,0,3,0
18175,0,6,2,4,6,4,0,6,0
18176,4,8,0,0,0,6,4,0,0
18177,1,1,5,2,6,2,1,1,0
18178,0,2,2,3,0,6,0,2,0
18179,6,3,3,8,7,1,8,5,0
18180,2,5,1,1,5,2,4,3,0
18181,1,8,6,1,0,1,3,8,0
18182,8,6,6,1,4,2,6,6,0
18183,6,1,1,0,7,5,8,3,0
18184,7,2,4,3,4,6,7,4,1
18185,0,7,1,8,2,2,0,7,0
18186,3,5,0,8,6,2,3,0,0
18187,3,4,1,3,3,2,4,3,1
18188,6,5,0,4,8,2,6,0,0
18189,3,3,6,5,5,0,1,3,0
18190,7,7,5,4,1,5,5,9,0
18191,6,5,1,3,3,3,8,3,0
18192,0,0,6,8,4,2,0,0,0
18193,7,4,4,6,5,6,7,5,1
18194,4,0,3,3,6,4,4,0,0
18195,0,1,5,5,3,6,2,3,0
18196,8,4,4,7,1,5,8,0,0
18197,3,2,4,1,8,0,3,0,0
18198,1,1,2,8,1,2,1,1,0
18199,5,8,2,6,4,0,7,8,0
18200,7,4,3,4,5,3,9,6,0
18201,5,6,2,4,6,0,7,6,0
18202,4,8,6,8,4,0,2,8,0
18203,1,2,5,7,5,6,4,5,1
18204,4,3,0,7,1,0,4,0,0
18205,4,2,4,7,4,6,4,0,0
18206,5,0,6,7,6,1,5,0,0
18207,4,4,2,2,3,1,6,4,0
18208,7,2,4,2,6,6,7,0,0
18209,5,6,4,5,8,5,5,0,0
18210,8,2,6,3,1,4,6,2,0
18211,6,0,5,8,4,1,6,0,0
18212,7,8,5,0,8,5,5,10,0
18213,8,2,1,7,2,1,10,2,0
18214,2,2,0,8,0,2,2,0,0
18215,0,8,2,4,4,1,0,8,0
18216,4,2,5,5,2,5,2,4,0
18217,6,7,4,7,7,6,6,0,0
18218,5,1,3,2,2,4,7,3,0
18219,8,6,0,8,0,5,8,0,1
18220,7,8,1,4,2,3,9,6,0
18221,1,2,5,5,2,3,8,9,1
18222,6,6,5,6,7,1,4,8,0
18223,8,5,5,7,6,1,6,7,0
18224,8,4,6,8,7,5,3,4,1
18225,8,3,5,2,6,3,6,5,0
18226,0,0,2,8,7,5,0,0,0
18227,5,6,3,0,5,1,7,8,0
18228,3,7,3,5,8,1,5,9,0
18229,1,7,3,3,0,1,3,9,0
18230,7,7,4,4,6,4,7,0,0
18231,8,2,6,0,7,0,6,2,0
18232,1,6,6,8,1,2,3,6,0
18233,0,2,5,4,4,3,0,2,0
18234,1,5,6,2,3,1,3,5,0
18235,6,0,5,5,4,2,6,0,0
18236,0,4,1,5,3,3,0,4,0
18237,0,2,2,8,0,3,0,2,0
18238,1,1,5,6,8,0,1,1,0
18239,0,4,6,3,8,5,0,4,0
18240,4,6,4,0,4,0,4,0,0
18241,8,3,5,1,4,3,6,5,0
18242,8,8,4,1,2,6,8,0,0
18243,7,6,4,0,0,2,7,0,0
18244,1,6,6,5,3,0,3,6,0
18245,3,3,3,5,7,0,5,5,1
18246,4,0,4,8,2,6,4,0,0
18247,6,0,5,6,3,6,6,0,0
18248,5,4,6,2,0,3,3,4,0
18249,5,0,3,5,6,5,5,0,0
18250,0,6,2,8,0,3,0,6,0
18251,1,1,1,3,2,1,1,1,0
18252,0,8,0,1,0,5,0,8,0
18253,8,3,5,0,8,4,6,5,0
18254,7,7,1,5,3,0,9,5,0
18255,0,6,4,6,4,0,0,6,0
18256,3,3,2,6,0,6,5,3,0
18257,5,7,4,0,2,6,5,0,0
18258,0,0,2,0,8,6,0,0,0
18259,1,6,4,8,3,0,3,8,0
18260,5,7,2,2,8,4,7,7,0
18261,7,8,1,1,0,0,9,6,0
18262,2,6,5,2,8,0,2,8,0
18263,0,5,6,7,4,6,0,5,0
18264,0,0,5,4,0,6,0,0,0
18265,3,4,2,8,5,1,5,4,0
18266,8,5,0,3,5,2,8,0,0
18267,8,1,4,2,2,5,8,0,0
18268,2,7,0,7,0,0,2,0,0
18269,2,4,3,4,4,1,4,6,0
18270,8,4,6,3,5,0,6,4,0
18271,1,2,1,6,4,4,3,2,0
18272,3,7,3,3,6,3,5,9,0
18273,4,0,4,1,6,1,4,0,0
18274,7,0,3,1,3,0,7,0,0
18275,6,4,5,6,0,6,4,6,0
18276,7,4,1,1,8,5,9,2,0
18277,5,2,3,6,5,6,7,4,0
18278,6,0,2,5,0,2,6,0,0
18279,5,3,5,1,5,0,7,7,1
18280,4,5,1,7,8,5,6,3,0
18281,8,2,1,0,0,1,10,2,0
18282,5,2,4,0,7,5,5,0,0
18283,1,1,3,7,8,5,1,1,0
18284,2,0,0,7,5,5,2,0,0
18285,4,8,1,8,8,6,6,6,0
18286,1,0,1,1,4,3,2,-1,0
18287,8,7,6,5,7,6,6,7,0
18288,3,2,2,1,8,1,9,2,1
18289,8,3,5,4,4,1,6,5,0
18290,5,4,2,3,6,3,7,4,0
18291,0,3,3,8,6,0,0,3,0
18292,4,4,1,7,6,0,6,2,0
18293,2,4,2,3,0,2,4,4,0
18294,3,5,0,5,5,4,3,0,0
18295,7,8,0,8,3,6,7,0,0
18296,1,2,2,0,1,1,3,2,0
18297,3,7,2,4,5,2,5,7,0
18298,1,0,5,8,5,0,3,2,0
18299,8,1,0,5,5,1,8,0,0
18300,4,0,6,5,0,4,4,0,0
18301,3,7,3,8,1,5,5,9,0
18302,1,1,6,7,4,1,1,1,0
18303,4,6,0,6,8,6,4,0,0
18304,5,6,6,1,3,1,3,6,0
18305,4,5,2,1,2,0,6,5,0
18306,6,2,3,8,5,3,8,4,0
18307,4,1,2,4,7,1,10,1,1
18308,1,6,1,7,0,2,3,4,0
18309,5,2,6,6,5,0,3,2,0
